MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:88039,Apc,"APC, WNT signaling pathway regulator",18,,regulation of cell migration,regulates cell migration,,IGI,MGI:97250 ,J:121434 
MGI:88039,Apc,"APC, WNT signaling pathway regulator",18,,regulation of epithelial cell migration,"regulates cell migration,regulates intestinal epithelial cell migration",,IMP,MGI:1856318 ,J:44103 
MGI:1346052,Apc2,APC regulator of WNT signaling pathway 2,10,,cell migration,,,IBA,PTN000288612 ,J:265628 
MGI:3513977,Apcdd1,adenomatosis polyposis coli down-regulated 1,18,,astrocyte cell migration,,,IDA,,J:188394 
MGI:3642370,Apela,apelin receptor early endogenous ligand,8,,positive regulation of trophoblast cell migration,,,ISO,P0DMC3 ,J:164563 
MGI:88042,Apex1,apurinic/apyrimidinic endonuclease 1,14,,negative regulation of smooth muscle cell migration,,,ISO,RGD:2126 ,J:155856 
MGI:88049,Apoa1,apolipoprotein A-I,9,,blood vessel endothelial cell migration,,,IMP,MGI:1857127 ,J:118063 
MGI:88056,Apod,apolipoprotein D,16,,negative regulation of T cell migration,,,ISO,P05090 ,J:164563 
MGI:88057,Apoe,apolipoprotein E,7,,negative regulation of blood vessel endothelial cell migration,,,ISO,P02649 ,J:164563 
MGI:88057,Apoe,apolipoprotein E,7,,negative regulation of endothelial cell migration,,,ISO,P02649 ,J:164563 
MGI:88058,Apoh,apolipoprotein H,11,,negative regulation of endothelial cell migration,,,ISO,P02749 ,J:164563 
MGI:88059,App,amyloid beta (A4) precursor protein,16,,positive regulation of monocyte chemotaxis,,,ISO,P05067 ,J:164563 
MGI:88059,App,amyloid beta (A4) precursor protein,16,,positive regulation of T cell migration,,,ISO,P05067 ,J:164563 
MGI:1920243,Appl1,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1",14,,regulation of fibroblast migration,,,IMP,,J:227340 
MGI:2384914,Appl2,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2",10,,regulation of fibroblast migration,,,IMP,,J:227340 
MGI:103201,Aqp1,aquaporin 1,6,,cell migration,happens in cornea stroma,,IMP,MGI:1857807 ,J:151020 
MGI:103201,Aqp1,aquaporin 1,6,,fibroblast migration,results in the movement of fibroblast,,IMP,MGI:1857807 ,J:151020 
MGI:103201,Aqp1,aquaporin 1,6,,positive regulation of epithelial cell migration,,,ISO,RGD:2141 ,J:155856 
MGI:103201,Aqp1,aquaporin 1,6,,positive regulation of fibroblast migration,"positively regulates fibroblast migration,positively regulates cell migration",,IMP,MGI:1857807 ,J:151020 
MGI:2147274,Arap3,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3",18,,negative regulation of cell migration,,PR:Q8R5G7-1,IDA,,J:94300 
MGI:88067,Arc,activity regulated cytoskeletal-associated protein,15,,cell migration,,,ISO,Q7LC44 ,J:164563 
MGI:99433,Arf4,ADP-ribosylation factor 4,14,,cell migration,,,ISO,P18085 ,J:164563 
MGI:99435,Arf6,ADP-ribosylation factor 6,12,,positive regulation of keratinocyte migration,,,IMP,,J:263382 
MGI:2159577,Arhgap4,Rho GTPase activating protein 4,X,,negative regulation of cell migration,,,IBA,PTN001021265 ,J:265628 
MGI:1332637,Arhgap5,Rho GTPase activating protein 5,12,,cell migration,happens in mammary gland epithelium,,IMP,MGI:2179998 ,J:124667 
MGI:1332637,Arhgap5,Rho GTPase activating protein 5,12,,epithelial cell migration,results in the movement of glandular epithelial cell,,IMP,MGI:2179998 ,J:124667 
MGI:1332637,Arhgap5,Rho GTPase activating protein 5,12,,positive regulation of epithelial cell migration,"positively regulates epithelial cell migration,positively regulates cell migration",,IMP,MGI:2179998 ,J:124667 
MGI:1922647,Arhgap24,Rho GTPase activating protein 24,5,,"wound healing, spreading of epidermal cells",,,IBA,PTN002689802 ,J:265628 
MGI:1922647,Arhgap24,Rho GTPase activating protein 24,5,,"wound healing, spreading of epidermal cells",,,IMP,,J:178221 
MGI:1929494,Arhgap35,Rho GTPase activating protein 35,7,,cell migration,,,IMP,,J:137942 
MGI:1929494,Arhgap35,Rho GTPase activating protein 35,7,,"wound healing, spreading of cells",,,IMP,,J:137942 
MGI:2178103,Arhgdia,Rho GDP dissociation inhibitor (GDI) alpha,11,,negative regulation of cell migration,,,ISO,RGD:1359547 ,J:155856 
MGI:101940,Arhgdib,"Rho, GDP dissociation inhibitor (GDI) beta",6,,negative regulation of trophoblast cell migration,,,ISO,P52566 ,J:164563 
MGI:103264,Arhgef2,rho/rac guanine nucleotide exchange factor (GEF) 2,3,,positive regulation of neuron migration,,,IMP,,J:242973 
MGI:1858952,Arhgef5,Rho guanine nucleotide exchange factor (GEF) 5,6,,myeloid dendritic cell chemotaxis,"happens in bone marrow,results in the movement of myeloid dendritic cell",,IMP,,J:157812 
MGI:1860493,Arhgef7,Rho guanine nucleotide exchange factor (GEF7),8,,astrocyte cell migration,,,ISO,RGD:620624 ,J:155856 
MGI:2446219,Arhgef16,Rho guanine nucleotide exchange factor (GEF) 16,4,,cell chemotaxis,,,ISO,Q5VV41 ,J:164563 
MGI:3036286,Arhgef39,Rho guanine nucleotide exchange factor (GEF) 39,4,,positive regulation of cell migration,,,IBA,PTN002931692 ,J:265628 
MGI:3036286,Arhgef39,Rho guanine nucleotide exchange factor (GEF) 39,4,,positive regulation of cell migration,,,ISO,Q8N4T4 ,J:164563 
MGI:1924294,Arid2,"AT rich interactive domain 2 (ARID, RFX-like)",15,,negative regulation of cell migration,,,ISO,Q68CP9 ,J:164563 
MGI:2444354,Arid4a,AT rich interactive domain 4A (RBP1-like),12,,negative regulation of cell migration,,,IC,,J:320045 
MGI:2137512,Arid4b,AT rich interactive domain 4B (RBP1-like),13,,negative regulation of cell migration,,,IC,,J:320045 
MGI:2175912,Arid5b,AT rich interactive domain 5B (MRF1-like),10,,fibroblast migration,,,IMP,MGI:3526852 ,J:117491 
MGI:1915396,Arl13b,ADP-ribosylation factor-like 13B,16,,formation of radial glial scaffolds,,,IMP,,J:203743 
MGI:1915396,Arl13b,ADP-ribosylation factor-like 13B,16,,interneuron migration from the subpallium to the cortex,,,IMP,,J:191083 
MGI:1923959,Arpc2,"actin related protein 2/3 complex, subunit 2",1,,positive regulation of smooth muscle cell migration,,,ISO,RGD:1305848 ,J:155856 
MGI:1915021,Arpc5,"actin related protein 2/3 complex, subunit 5",1,,cell migration,,,IBA,PTN000974138 ,J:265628 
MGI:1915021,Arpc5,"actin related protein 2/3 complex, subunit 5",1,,cell migration,,,ISO,O15511 ,J:164563 
MGI:1915021,Arpc5,"actin related protein 2/3 complex, subunit 5",1,,smooth muscle cell migration,,,ISO,RGD:1311791 ,J:155856 
MGI:1921442,Arpc5l,"actin related protein 2/3 complex, subunit 5-like",2,,cell migration,,,IBA,PTN000974138 ,J:265628 
MGI:99474,Arrb2,"arrestin, beta 2",11,,cell chemotaxis,,,ISO,P32121 ,J:164563 
MGI:88075,Arsb,arylsulfatase B,13,,colon epithelial cell migration,,,ISO,P15848 ,J:164563 
MGI:88075,Arsb,arylsulfatase B,13,,regulation of epithelial cell migration,,,ISO,P15848 ,J:164563 
MGI:1333791,Artn,artemin,4,,lymphocyte migration into lymphoid organs,,,IMP,,J:120816 
MGI:1097716,Arx,aristaless related homeobox,X,,cerebral cortex GABAergic interneuron migration,"happens in cerebral cortex,results in the movement of GABAergic neuron",,IMP,MGI:2679972 ,J:121077 
MGI:1097716,Arx,aristaless related homeobox,X,,cerebral cortex tangential migration,"happens in cerebral cortex ventricular layer,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,MGI:2679972 ,J:121077 
MGI:1097716,Arx,aristaless related homeobox,X,,embryonic olfactory bulb interneuron precursor migration,happens in olfactory lobe,,IMP,MGI:2429693 ,J:96969 
MGI:1097716,Arx,aristaless related homeobox,X,,interneuron migration,"happens in cerebral cortex,results in the movement of interneuron",,IMP,MGI:2429693 ,J:79871 
MGI:1097716,Arx,aristaless related homeobox,X,,neuron migration,"happens in cerebral cortex,results in the movement of GABAergic neuron",,IMP,MGI:2429693 ,J:79871 
MGI:1097716,Arx,aristaless related homeobox,X,,neuron migration,"happens in cerebral cortex ventricular layer,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,MGI:2679972 ,J:121077 
MGI:2684986,Asap3,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3",4,,cell migration,,,ISO,Q8TDY4 ,J:164563 
MGI:1929743,Asb2,ankyrin repeat and SOCS box-containing 2,12,,dendritic cell migration,,,IDA,,J:200966 
MGI:96919,Ascl1,achaete-scute family bHLH transcription factor 1,10,,motor neuron migration,"happens in trigeminal ganglion,results in the movement of motor neuron",,IGI,MGI:108055 ,J:99297 
MGI:96919,Ascl1,achaete-scute family bHLH transcription factor 1,10,,motor neuron migration,"happens in trigeminal ganglion,results in the movement of motor neuron",,IMP,MGI:1857470 ,J:99297 
MGI:1334448,Aspm,abnormal spindle microtubule assembly,1,,neuron migration,"happens in cerebral cortex,results in the movement of CNS neuron (sensu Vertebrata)",,IGI,MGI:88276 ,J:177130 
MGI:1334448,Aspm,abnormal spindle microtubule assembly,1,,neuron migration,"happens in cerebral cortex,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,,J:177130 
MGI:1098567,Astn1,astrotactin 1,1,,cell migration,,,IMP,MGI:2445955 ,J:74969 
MGI:1098567,Astn1,astrotactin 1,1,,neuron migration,,,IBA,PTN000422025 ,J:265628 
MGI:1098567,Astn1,astrotactin 1,1,,neuron migration,,,IDA,,J:41346 
MGI:1098567,Astn1,astrotactin 1,1,,neuron migration,,,IMP,,J:192652 
MGI:1889277,Astn2,astrotactin 2,4,,neuron migration,,,IBA,PTN000422025 ,J:265628 
MGI:107202,Atm,ataxia telangiectasia mutated,9,,positive regulation of cell migration,,,ISO,Q13315 ,J:164563 
MGI:104725,Atn1,atrophin 1,6,,cell migration,,,IDA,,J:148373 
MGI:104654,Atoh1,atonal bHLH transcription factor 1,6,,neuroblast migration,"happens in cerebellum primordium,results in the movement of neuroblast (sensu Vertebrata)",,IMP,MGI:2155983 ,J:105185 
MGI:104654,Atoh1,atonal bHLH transcription factor 1,6,,neuron migration,"happens in cerebellum primordium,results in the movement of neuroblast (sensu Vertebrata)",,IMP,MGI:2155983 ,J:105185 
MGI:1918343,Atoh8,atonal bHLH transcription factor 8,6,,positive regulation of endothelial cell migration,,,ISO,Q96SQ7 ,J:164563 
MGI:88109,Atp1b2,"ATPase, Na+/K+ transporting, beta 2 polypeptide",11,,negative regulation of glial cell migration,,,IDA,,J:280843 
MGI:88109,Atp1b2,"ATPase, Na+/K+ transporting, beta 2 polypeptide",11,,neuronal-glial interaction involved in hindbrain glial-mediated radial cell migration,"happens in Bergmann glial cell,results in the movement of cerebellar granule cell,happens in cerebellum",,IMP,,J:279939 
MGI:88111,Atp2b4,"ATPase, Ca++ transporting, plasma membrane 4",1,,negative regulation of blood vessel endothelial cell migration,"regulates a function/process that happens in lung endothelial cell,happens in lung endothelial cell",,IMP,,J:279971 
MGI:88111,Atp2b4,"ATPase, Ca++ transporting, plasma membrane 4",1,,negative regulation of blood vessel endothelial cell migration,,,ISO,P23634 ,J:164563 
MGI:88115,Atp5a1,"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1",18,,positive regulation of blood vessel endothelial cell migration,,,ISO,P25705 ,J:164563 
MGI:107801,Atp5b,"ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit",10,,negative regulation of cell adhesion involved in substrate-bound cell migration,,,IMP,,J:123729 
MGI:107801,Atp5b,"ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit",10,,positive regulation of blood vessel endothelial cell migration,,,ISO,P06576 ,J:164563 
MGI:99400,Atp7a,"ATPase, Cu++ transporting, alpha polypeptide",X,,positive regulation of vascular associated smooth muscle cell migration,,,ISO,RGD:2179 ,J:155856 
MGI:1330848,Atp8a1,"ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1",5,,positive regulation of cell migration,,,IMP,,J:197107 
MGI:1341628,Atrn,attractin,2,,cell migration,,,IBA,PTN000832450 ,J:265628 
MGI:2147749,Atrnl1,attractin like 1,19,,cell migration,,,IBA,PTN000832450 ,J:265628 
MGI:2140475,AU040320,expressed sequence AU040320,4,,neuron migration,,,IBA,PTN000801663 ,J:265628 
MGI:2140475,AU040320,expressed sequence AU040320,4,,neuron migration,,,IGI,MGI:3036268 ,J:249823 
MGI:2140475,AU040320,expressed sequence AU040320,4,,neuron migration,,,IMP,MGI:6111781 ,J:249823 
MGI:1919847,Auts2,autism susceptibility candidate 2,5,,neuron migration,,,IMP,,J:243531 
MGI:1926187,Avl9,AVL9 cell migration associated,6,,cell migration,,,ISO,Q8NBF6 ,J:164563 
MGI:1347244,Axl,AXL receptor tyrosine kinase,7,,cell migration,,,IBA,PTN002814495 ,J:265628 
MGI:1347244,Axl,AXL receptor tyrosine kinase,7,,forebrain cell migration,"happens in forebrain,results in the movement of CNS neuron (sensu Vertebrata)",,IGI,MGI:104294 ,J:141251 
MGI:1347244,Axl,AXL receptor tyrosine kinase,7,,neuron migration,"happens in forebrain,results in the movement of CNS neuron (sensu Vertebrata)",,IGI,MGI:104294 ,J:141251 
MGI:1347244,Axl,AXL receptor tyrosine kinase,7,,neuron migration,,,IGI,MGI:95660 ,J:141251 
MGI:1347244,Axl,AXL receptor tyrosine kinase,7,,neuron migration,,,IMP,,J:157278 
MGI:95705,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",4,,macrophage migration,"happens in skin,results in the movement of CL:0000235",,IMP,MGI:2450889 ,J:89125 
MGI:1914634,Bag4,BCL2-associated athanogene 4,8,,positive regulation of fibroblast migration,,,IMP,,J:176630 
MGI:1915260,Bambi,BMP and activin membrane-bound inhibitor,18,,cell migration,,,ISO,Q13145 ,J:164563 
MGI:1859288,Barhl1,BarH like homeobox 1,2,,neuron migration,"happens in cerebellum internal granule cell layer,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,MGI:2181383 ,J:96912 
MGI:1859314,Barhl2,BarH like homeobox 2,5,,neuron migration,,,IMP,,J:82674 
MGI:99702,Bax,BCL2-associated X protein,7,,neuron migration,"happens in dentate gyrus granule cell layer,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,MGI:1857429 ,J:96804 
MGI:99702,Bax,BCL2-associated X protein,7,,neuron migration,"happens in dentate gyrus hilus,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,MGI:1857429 ,J:96804 
MGI:1277215,Bbs1,Bardet-Biedl syndrome 1 (human),19,,neuron migration,happens in brain,,IMP,MGI:3055491 ,J:171976 
MGI:2143311,Bbs4,Bardet-Biedl syndrome 4 (human),9,,neuron migration,happens in cerebral cortex,,IGI,MGI:2447658 ,J:220804 
MGI:2143311,Bbs4,Bardet-Biedl syndrome 4 (human),9,,neuron migration,happens in cerebral cortex,,IMP,,J:220804 
MGI:108091,Bcar1,breast cancer anti-estrogen resistance 1,8,,cell chemotaxis,,,ISO,P56945 ,J:164563 
MGI:108091,Bcar1,breast cancer anti-estrogen resistance 1,8,,cell migration,,,IBA,PTN002240539 ,J:265628 
MGI:108091,Bcar1,breast cancer anti-estrogen resistance 1,8,,cell migration,,,IDA,,J:98248 
MGI:108091,Bcar1,breast cancer anti-estrogen resistance 1,8,,cell migration,,,ISO,RGD:2406 ,J:155856 
MGI:108091,Bcar1,breast cancer anti-estrogen resistance 1,8,,cell migration,,,ISO,P56945 ,J:164563 
MGI:108091,Bcar1,breast cancer anti-estrogen resistance 1,8,,positive regulation of cell migration,,,ISO,P56945 ,J:164563 
MGI:108091,Bcar1,breast cancer anti-estrogen resistance 1,8,,positive regulation of endothelial cell migration,,,ISO,P56945 ,J:164563 
MGI:2385848,Bcas3,BCAS3 microtubule associated cell migration factor,11,,positive regulation of endothelial cell migration,,,IDA,,J:212786 
MGI:88138,Bcl2,B cell leukemia/lymphoma 2,1,,cell migration,happens in renal proximal tubule,,IMP,MGI:1857134 ,J:95643 
MGI:88138,Bcl2,B cell leukemia/lymphoma 2,1,,cell migration,happens in collecting duct,,IMP,MGI:1857134 ,J:95643 
MGI:88138,Bcl2,B cell leukemia/lymphoma 2,1,,negative regulation of cell migration,negatively regulates cell migration,,IMP,MGI:1857134 ,J:95643 
MGI:88138,Bcl2,B cell leukemia/lymphoma 2,1,,positive regulation of smooth muscle cell migration,positively regulates smooth muscle cell migration,,IMP,,J:124454 
MGI:88138,Bcl2,B cell leukemia/lymphoma 2,1,,smooth muscle cell migration,happens in thoracic aorta,,IMP,,J:124454 
MGI:88138,Bcl2,B cell leukemia/lymphoma 2,1,,smooth muscle cell migration,results in the movement of smooth muscle cell,,IMP,,J:124454 
MGI:1929913,Bcl11b,B cell leukemia/lymphoma 11B,12,,hematopoietic stem cell migration,,,ISO,Q9C0K0 ,J:164563 
MGI:1929913,Bcl11b,B cell leukemia/lymphoma 11B,12,,lymphoid lineage cell migration into thymus,,,ISO,Q9C0K0 ,J:164563 
MGI:88141,Bcr,BCR activator of RhoGEF and GTPase,10,,cell migration,happens in bone marrow,,IGI,MGI:107771 ,J:118168 
MGI:88141,Bcr,BCR activator of RhoGEF and GTPase,10,,macrophage migration,results in the movement of CL:0000235,,IGI,MGI:107771 ,J:118168 
MGI:88141,Bcr,BCR activator of RhoGEF and GTPase,10,,negative regulation of cellular extravasation,,,IMP,,J:195022 
MGI:88141,Bcr,BCR activator of RhoGEF and GTPase,10,,negative regulation of macrophage migration,"negatively regulates cell migration,negatively regulates macrophage migration",,IGI,MGI:107771 ,J:118168 
MGI:88144,Bdkrb1,"bradykinin receptor, beta 1",12,,cell migration,,,ISO,RGD:620401 ,J:155856 
MGI:88144,Bdkrb1,"bradykinin receptor, beta 1",12,,positive regulation of leukocyte migration,,,ISO,RGD:620401 ,J:155856 
MGI:3606746,Bex4,brain expressed X-linked 4,X,,regulation of cell migration,,,ISO,Q9NWD9 ,J:164563 
MGI:3588247,Bex6,brain expressed family member 6,16,,regulation of cell migration,,,ISO,Q9NWD9 ,J:164563 
MGI:3611448,Bin2,bridging integrator 2,15,,cell chemotaxis,,,ISO,Q9UBW5 ,J:164563 
MGI:1929883,Bin3,bridging integrator 3,14,,myoblast migration involved in skeletal muscle regeneration,happens in muscle cell,,IMP,MGI:3512131 ,J:202230 
MGI:1914504,Bmerb1,bMERB domain containing 1,16,,cell motility involved in cerebral cortex radial glia guided migration,happens in diencephalon arachnoid mater,,IMP,,J:212142 
MGI:1914504,Bmerb1,bMERB domain containing 1,16,,cell motility involved in cerebral cortex radial glia guided migration,results in the movement of CNS neuron (sensu Vertebrata),,IMP,,J:212142 
MGI:1914504,Bmerb1,bMERB domain containing 1,16,,negative regulation of cell motility involved in cerebral cortex radial glia guided migration,"happens in CNS neuron (sensu Vertebrata),happens in cerebral cortex,negatively regulates cell motility involved in cerebral cortex radial glia guided migration",,IMP,,J:212142 
MGI:88177,Bmp2,bone morphogenetic protein 2,2,,positive regulation of cell migration,,,IMP,,J:172937 
